,age-group,better-ideas-with-inspirations,fulltext-feedback,gender,inspirations-were-distracting,inspirations-were-diverse,request-timing,satisfied-with-inspirations,session1_brainstormingSessionId,session1_ideatorType,session1_numberOfRequests,session1_numberOfSessionBlurred,session1_numberOfSubmits,session2_brainstormingSessionId,session2_condition,session2_numberOfRequests,session2_numberOfSessionBlurred,session2_numberOfSubmits,tlx-effort,tlx-frustration,tlx-mental,tlx-performance,tlx-temporal,novelty_max,value_max,novelty_min,value_min,novelty_mean,value_mean
211,45 - 54 years old,3.0,,unknown,4.0,4.0,out-of-ideas,2.0,52,AVOIDER,0,1,3,53,on-demand,24.0,1.0,7.0,6.0,1.0,5.0,6.0,1.0,0.605407879415044,0.60620683594128,-0.7132398606083641,-1.644679845611086,-0.16449319547777044,-0.216851524249563
212,45 - 54 years old,5.0,"It was well set up, but the beginning of the task was a bit intimidating. Maybe soften the interface a bit. Thank you abd best of luck with your research.",m,1.0,5.0,out-of-ideas,5.0,534,SEEKER,13,0,7,,,,,,6.0,4.0,6.0,4.0,5.0,,,,,,
213,55 - 64 years old,1.0,thanks I enjoyed it,m,4.0,2.0,out-of-ideas|in-the-middle,2.0,535,UNDETERMINED,4,0,5,,,,,,6.0,2.0,6.0,3.0,5.0,,,,,,
214,35 - 44 years old,2.0,I didn't have any problems with the interface and everything went smoothly.,m,5.0,1.0,before|in-the-middle,2.0,537,SEEKER,7,0,10,,,,,,6.0,1.0,4.0,2.0,4.0,,,,,,
215,25 - 34 years old,1.0,,f,5.0,1.0,out-of-ideas|in-the-middle,1.0,538,SEEKER,5,0,13,,,,,,5.0,3.0,6.0,4.0,4.0,,,,,,
216,18 - 24 years old,3.0,Please put more time on the mturk timer. We dont always get started on hits right away. ,f,5.0,2.0,out-of-ideas|before,2.0,540,AVOIDER,1,0,7,541,on-demand,2.0,0.0,6.0,6.0,3.0,3.0,3.0,4.0,1.109232475771039,0.8746086062816031,-1.140768555717299,-1.2907787220711109,0.03108405114022798,-0.0018753114286766033
217,25 - 34 years old,2.0,"Worked fine for me! A tiny bit more variance in the suggestions would have been better, though.",m,5.0,1.0,out-of-ideas|before,1.0,543,SEEKER,11,3,9,,,,,,5.0,1.0,6.0,2.0,1.0,,,,,,
218,35 - 44 years old,2.0,,f,5.0,2.0,out-of-ideas|before|in-the-middle,2.0,545,SEEKER,8,0,4,,,,,,5.0,4.0,4.0,4.0,5.0,,,,,,
219,18 - 24 years old,4.0,,m,4.0,2.0,out-of-ideas|before,2.0,552,SEEKER,5,4,7,,,,,,6.0,4.0,5.0,3.0,2.0,,,,,,
220,18 - 24 years old,1.0,,m,3.0,2.0,did-not,2.0,553,SEEKER,12,0,4,,,,,,6.0,4.0,5.0,6.0,5.0,,,,,,
221,35 - 44 years old,1.0,,m,5.0,1.0,out-of-ideas|before,1.0,556,SEEKER,21,0,8,,,,,,7.0,4.0,7.0,1.0,7.0,,,,,,
222,35 - 44 years old,2.0,,m,3.0,2.0,out-of-ideas,2.0,559,UNDETERMINED,3,0,8,,,,,,2.0,4.0,6.0,3.0,4.0,,,,,,
223,25 - 34 years old,1.0,it was fun coming up with different ideas.,m,5.0,1.0,out-of-ideas|in-the-middle,1.0,562,SEEKER,10,0,7,,,,,,5.0,1.0,3.0,1.0,3.0,,,,,,
224,25 - 34 years old,2.0,give a little more time,m,4.0,3.0,did-not,1.0,563,UNMOTIVATED,0,0,2,,,,,,2.0,3.0,6.0,2.0,4.0,,,,,,
225,25 - 34 years old,1.0,Interesting and good.,f,5.0,1.0,in-the-middle,1.0,56,SEEKER,7,0,4,57,baseline,0.0,0.0,7.0,7.0,1.0,7.0,1.0,1.0,-0.27305217562328005,-0.08182270987106001,-1.673233719639164,-1.421725548036258,-0.8735531190640904,-0.5589365030598981
226,45 - 54 years old,2.0,fun hit,m,5.0,2.0,in-the-middle,2.0,564,UNDETERMINED,4,1,6,,,,,,6.0,1.0,5.0,6.0,5.0,,,,,,
227,45 - 54 years old,2.0,Very interesting study.,m,5.0,2.0,before,2.0,571,UNDETERMINED,4,0,3,,,,,,6.0,2.0,7.0,4.0,5.0,,,,,,
228,35 - 44 years old,1.0,"i wish more of this survey can come often, it helps build the brain in all round , thanks to the requester.",m,5.0,2.0,out-of-ideas,1.0,566,SEEKER,5,1,4,,,,,,7.0,1.0,7.0,1.0,4.0,,,,,,
229,25 - 34 years old,1.0,,m,5.0,1.0,out-of-ideas|before,1.0,567,UNDETERMINED,2,1,4,,,,,,7.0,3.0,5.0,3.0,2.0,,,,,,
230,25 - 34 years old,1.0,,f,5.0,1.0,out-of-ideas|before,1.0,569,SEEKER,41,1,10,,,,,,7.0,3.0,5.0,1.0,3.0,,,,,,
231,25 - 34 years old,2.0,Everything ran out smoothly. Nothing to add really.,f,5.0,3.0,before,2.0,573,AVOIDER,1,0,5,577,baseline,0.0,1.0,6.0,7.0,2.0,7.0,2.0,7.0,1.030370116697298,0.795153229581369,-1.094589266880484,-0.383954653705169,0.08925266161245017,0.1445614042567415
232,25 - 34 years old,2.0,,f,4.0,2.0,out-of-ideas|in-the-middle,2.0,58,SEEKER,13,0,12,59,on-demand,46.0,2.0,13.0,4.0,1.0,2.0,1.0,1.0,0.922511898561521,1.18339493766984,-1.0198124609451,-0.9679019604409451,-0.15569235243038285,0.0027468113934263775
233,65 - 75 years old,2.0,,m,5.0,1.0,out-of-ideas|before|in-the-middle|bored,1.0,570,SEEKER,14,8,5,,,,,,3.0,1.0,4.0,3.0,1.0,,,,,,
234,35 - 44 years old,2.0,Add a button to extend the timer by 30 seconds once so that I could finish typing the last idea I was working on before it continued to this page.,f,5.0,1.0,out-of-ideas|in-the-middle,2.0,572,SEEKER,10,0,6,,,,,,7.0,5.0,7.0,2.0,5.0,,,,,,
235,35 - 44 years old,5.0,,m,5.0,3.0,out-of-ideas,3.0,574,UNDETERMINED,3,1,13,,,,,,5.0,2.0,4.0,4.0,2.0,,,,,,
236,35 - 44 years old,4.0,,f,1.0,5.0,before|in-the-middle,4.0,575,UNDETERMINED,3,3,3,,,,,,6.0,3.0,5.0,4.0,4.0,,,,,,
237,45 - 54 years old,4.0,"I greatly enjoyed this task.   I like opportunities to think ""outside the box"" and this task challenge gave me an opportunity to come up with some innovative ideas for the use of a new technology.   Thanks for the opportunity to participate and good luck with your research!",m,5.0,3.0,out-of-ideas|before,2.0,576,UNDETERMINED,2,0,5,,,,,,7.0,1.0,6.0,1.0,7.0,,,,,,
238,55 - 64 years old,4.0,I did not use the inspiration. I wanted to use my own ideas and brainstorming. It was a very interesting task. Thank you.,m,5.0,5.0,did-not,3.0,578,AVOIDER,0,0,13,579,on-demand,0.0,0.0,21.0,6.0,2.0,5.0,2.0,2.0,0.496361724244791,0.41983520344957304,-1.830204869423404,-1.94123217033147,-0.5330759236269764,-0.7022840463912294
239,25 - 34 years old,2.0,,f,5.0,2.0,out-of-ideas|in-the-middle,2.0,60,SEEKER,18,2,11,61,on-idle,20.0,0.0,9.0,4.0,1.0,5.0,2.0,3.0,0.745423295678948,0.9213125099936981,-0.733288932455965,-1.203832229485273,0.05400857579483745,-0.1335281052170139
240,25 - 34 years old,1.0,Everything worked fine. I hope I came up with some helpful ideas. I tried to think for a minute and look at a few inspiration ideas before trying to rush into it.,m,5.0,1.0,before,1.0,581,SEEKER,6,0,6,,,,,,5.0,1.0,5.0,2.0,4.0,,,,,,
241,25 - 34 years old,1.0,"Everything worked as it should, the time was great not too long not too short and the platform was responsive. Thank you!",f,5.0,2.0,out-of-ideas|in-the-middle,1.0,583,UNDETERMINED,2,0,9,,,,,,4.0,4.0,4.0,2.0,2.0,,,,,,
242,25 - 34 years old,4.0,,f,2.0,5.0,out-of-ideas,4.0,584,SEEKER,24,1,9,,,,,,6.0,3.0,6.0,3.0,3.0,,,,,,
243,35 - 44 years old,1.0,,f,5.0,1.0,in-the-middle,1.0,585,SEEKER,10,0,4,,,,,,7.0,1.0,3.0,2.0,1.0,,,,,,
244,35 - 44 years old,3.0,I thought it was very interesting and thought provoking. Thanks for providing the opportunity. ,f,5.0,1.0,in-the-middle,3.0,587,UNDETERMINED,2,1,3,,,,,,7.0,2.0,6.0,3.0,7.0,,,,,,
245,25 - 34 years old,2.0,,m,5.0,1.0,before,2.0,590,UNDETERMINED,2,13,4,,,,,,7.0,2.0,7.0,1.0,3.0,,,,,,
246,18 - 24 years old,5.0,"Well, I think that you should not show the timer if you ever make a similar hit. I don't know if my experience is the same for anyone else, but I get nervous when a time limit is shown.",f,5.0,2.0,out-of-ideas,3.0,589,SEEKER,40,1,4,,,,,,7.0,5.0,4.0,5.0,2.0,,,,,,
247,25 - 34 years old,1.0,,f,5.0,1.0,before,1.0,591,SEEKER,77,0,4,,,,,,4.0,2.0,5.0,2.0,1.0,,,,,,
248,35 - 44 years old,2.0,The first ideas are related to possible product improvements. After getting inspiration my ideas change a bit. ,m,4.0,2.0,out-of-ideas|in-the-middle,2.0,596,SEEKER,9,0,13,,,,,,6.0,5.0,6.0,3.0,5.0,,,,,,
249,25 - 34 years old,1.0,i had a good time completing this survey and had no issues whatsoever,f,5.0,1.0,out-of-ideas,1.0,62,SEEKER,15,1,10,63,baseline,0.0,2.0,15.0,3.0,7.0,6.0,5.0,1.0,0.8029626989574811,0.826725984944726,-1.417863776766878,-1.08587269876868,-0.18351491943331155,-0.07665802854665735
250,25 - 34 years old,4.0,thank you,m,1.0,4.0,out-of-ideas,3.0,595,SEEKER,5,4,3,,,,,,5.0,3.0,6.0,6.0,4.0,,,,,,
251,45 - 54 years old,2.0,none,m,5.0,2.0,out-of-ideas|in-the-middle,2.0,598,SEEKER,5,0,5,,,,,,6.0,2.0,5.0,2.0,6.0,,,,,,
252,25 - 34 years old,1.0,,f,4.0,1.0,out-of-ideas|in-the-middle,1.0,601,UNDETERMINED,4,0,8,,,,,,6.0,5.0,6.0,3.0,6.0,,,,,,
253,25 - 34 years old,4.0,,f,3.0,4.0,out-of-ideas,5.0,603,SEEKER,20,1,9,,,,,,5.0,6.0,5.0,5.0,3.0,,,,,,
254,55 - 64 years old,5.0,,m,5.0,1.0,out-of-ideas,1.0,602,UNDETERMINED,4,0,4,,,,,,6.0,2.0,6.0,3.0,1.0,,,,,,
255,18 - 24 years old,3.0,,m,4.0,2.0,out-of-ideas|bored,2.0,604,SEEKER,5,1,4,,,,,,7.0,5.0,7.0,3.0,4.0,,,,,,
256,55 - 64 years old,2.0,"Very interesting and thought provoking task.  I would like to use this same technique when trying to come up with new ideas you know, having the inspirational ideas on the side!",f,5.0,1.0,out-of-ideas,1.0,606,UNDETERMINED,4,0,6,,,,,,7.0,4.0,7.0,3.0,7.0,,,,,,
257,35 - 44 years old,3.0,,f,5.0,1.0,out-of-ideas|before,1.0,607,SEEKER,9,0,6,,,,,,6.0,2.0,5.0,3.0,2.0,,,,,,
258,25 - 34 years old,2.0,Have a 1 minute left warning sound or something so we know to finish up and submit because I was in the middle of writing something but wasn't able to finish. I assumed I had more time left.  Clear study nonetheless.,m,5.0,1.0,out-of-ideas|before,3.0,609,UNMOTIVATED,6,0,2,,,,,,6.0,5.0,7.0,5.0,2.0,,,,,,
259,35 - 44 years old,3.0,,f,5.0,1.0,out-of-ideas,2.0,610,SEEKER,11,2,4,,,,,,5.0,2.0,6.0,6.0,4.0,,,,,,
260,35 - 44 years old,2.0,Fun task,m,4.0,2.0,out-of-ideas,2.0,612,UNMOTIVATED,3,4,1,,,,,,3.0,3.0,3.0,3.0,4.0,,,,,,
261,25 - 34 years old,3.0,,m,4.0,3.0,did-not,2.0,613,UNMOTIVATED,1,0,2,,,,,,5.0,3.0,5.0,3.0,4.0,,,,,,
262,65 - 75 years old,2.0,Very interesting and instructive study !,m,5.0,2.0,in-the-middle,1.0,65,AVOIDER,1,7,5,67,on-idle,22.0,22.0,8.0,7.0,1.0,7.0,2.0,5.0,0.742302151804178,1.060781381837933,-0.317234432491581,-0.43152266768451303,0.3333944147696086,0.49798616359832065
263,45 - 54 years old,2.0,"I enjoyed this HIT! It was fun to brainstorm, I haven't done that in awhile.",m,5.0,2.0,before|in-the-middle,2.0,615,SEEKER,5,1,8,,,,,,6.0,2.0,5.0,1.0,4.0,,,,,,
264,35 - 44 years old,4.0,,m,4.0,3.0,out-of-ideas,3.0,616,UNMOTIVATED,7,1,2,,,,,,7.0,5.0,7.0,4.0,7.0,,,,,,
265,25 - 34 years old,2.0,,m,5.0,1.0,out-of-ideas|before,1.0,617,SEEKER,12,0,6,,,,,,5.0,2.0,4.0,3.0,2.0,,,,,,
266,25 - 34 years old,2.0,"During the first task, I was able to click to receive inspirations. During the second task, they were provided to me at their own pace. I found it more helpful in the first task to be able to chose when I get helpful ideas rather than to struggle and wait for suggestions. ",f,5.0,2.0,out-of-ideas|before,2.0,7,SEEKER,30,0,10,8,on-idle,6.0,0.0,15.0,5.0,1.0,4.0,3.0,1.0,0.8591742031576751,0.8970142133051701,-0.5458587275333711,-0.317772344438568,0.04126323990012346,0.23746932126567682
267,25 - 34 years old,1.0,Everything went smoothly so I currently do not have any suggestions for improvements.,m,4.0,1.0,out-of-ideas|before,1.0,66,UNDETERMINED,3,1,7,,,,,,4.0,2.0,4.0,2.0,3.0,,,,,,
268,25 - 34 years old,2.0,,m,4.0,2.0,in-the-middle|bored,2.0,620,AVOIDER,0,0,10,622,on-idle,11.0,0.0,10.0,6.0,3.0,6.0,4.0,5.0,1.310325731041135,1.10472227870403,-0.58754138687959,-0.8814105058571831,0.259161602118297,0.05806379733866999
269,35 - 44 years old,3.0,"This was fascinating, though I find the implications of the technology described a little frightening.  This is a very interesting HIT with a fair pay rate, the instructions are clear and the interface is easy to use.  A+ requester : )  Good luck with your research.",m,4.0,3.0,in-the-middle,2.0,623,SEEKER,5,0,11,,,,,,6.0,2.0,6.0,2.0,5.0,,,,,,
270,35 - 44 years old,1.0,,m,5.0,2.0,out-of-ideas|before,1.0,625,UNDETERMINED,2,0,7,,,,,,6.0,1.0,5.0,3.0,2.0,,,,,,
271,25 - 34 years old,1.0,The UI and everything was perfect!,f,5.0,1.0,out-of-ideas,1.0,624,UNDETERMINED,4,0,7,,,,,,7.0,4.0,7.0,3.0,4.0,,,,,,
272,35 - 44 years old,5.0,none thank you,m,3.0,5.0,before,5.0,627,AVOIDER,1,0,5,631,baseline,0.0,0.0,8.0,7.0,2.0,4.0,2.0,4.0,0.997550115293177,1.234121912158592,-1.951419083852899,-1.39152394125712,-0.25772751816010914,-0.050469105722354635
273,25 - 34 years old,2.0,,f,5.0,3.0,out-of-ideas,2.0,626,SEEKER,15,2,4,,,,,,6.0,1.0,5.0,1.0,1.0,,,,,,
274,18 - 24 years old,3.0,Task was complicated as I was offered minimal instructions.  The idea offered was very specific and was hard to apply.  ,m,3.0,5.0,out-of-ideas|before|in-the-middle,4.0,628,SEEKER,21,0,10,,,,,,6.0,6.0,6.0,6.0,7.0,,,,,,
275,45 - 54 years old,2.0,the inspirations were of great help,f,5.0,1.0,out-of-ideas|before,1.0,629,SEEKER,20,0,7,,,,,,6.0,1.0,5.0,2.0,2.0,,,,,,
276,18 - 24 years old,1.0,I think time is the limiting factor here. Once we have thought of the idea we have to write it down in an understandable manner which makes it take a bit long per idea.,m,5.0,3.0,before,2.0,630,UNDETERMINED,2,0,6,,,,,,7.0,5.0,7.0,3.0,7.0,,,,,,
277,35 - 44 years old,2.0,"I thought this was a lot of fun, and I'd be happy to do more brainstorming in the future.",f,5.0,1.0,out-of-ideas|in-the-middle,1.0,632,SEEKER,14,0,16,,,,,,6.0,1.0,5.0,3.0,3.0,,,,,,
278,25 - 34 years old,3.0,I think this was set up beautifully. I noticed no flaws at all and it was a lot of fun. Thanks so much. ,f,5.0,2.0,out-of-ideas,1.0,633,UNDETERMINED,3,0,3,,,,,,4.0,3.0,2.0,2.0,4.0,,,,,,
279,25 - 34 years old,1.0,,f,5.0,1.0,before,2.0,635,SEEKER,5,0,6,,,,,,7.0,2.0,5.0,1.0,5.0,,,,,,
280,25 - 34 years old,2.0,Feel free to give me more tasks.,m,4.0,4.0,before|in-the-middle,2.0,637,UNDETERMINED,2,5,8,,,,,,5.0,2.0,3.0,2.0,2.0,,,,,,
281,45 - 54 years old,1.0,thank you for the opportunity to participate in this very interesting study. I was avoiding accepting this hit because I thought I wouldn't be able to generate idea but the inspirations were so helpful and I really hope my ideas weren't too lame. I had fun thinking of different ideas. ,f,5.0,2.0,out-of-ideas|in-the-middle,1.0,639,SEEKER,14,0,6,,,,,,6.0,4.0,6.0,4.0,7.0,,,,,,
282,35 - 44 years old,2.0,"I would've liked slightly longer descriptions of the items we were brainstorming about.  Maybe that's by design to keep it open, but I wasn't sure I could exactly picture the touch-activated fabric thing.  ",m,4.0,2.0,out-of-ideas,2.0,638,AVOIDER,0,0,7,640,on-demand,5.0,0.0,7.0,6.0,2.0,5.0,6.0,3.0,0.5382089581245041,0.8924540268424891,-0.42461864854025605,-0.07901440447018501,0.056095095762350874,0.48356818977687593
283,25 - 34 years old,2.0,,m,4.0,3.0,out-of-ideas,2.0,643,SEEKER,8,5,4,,,,,,5.0,3.0,4.0,3.0,3.0,,,,,,
284,18 - 24 years old,4.0,,unknown,5.0,1.0,in-the-middle,1.0,644,SEEKER,9,0,6,,,,,,5.0,1.0,1.0,2.0,1.0,,,,,,
285,25 - 34 years old,1.0,I was pretty insecure and not so confident about my ideas. I had a hard time coming up with anything without a prompt.,f,5.0,1.0,before,3.0,648,SEEKER,14,0,5,,,,,,7.0,6.0,6.0,4.0,7.0,,,,,,
286,45 - 54 years old,2.0,"no comments, really. Good luck in your endeavors though.",m,4.0,2.0,before,2.0,647,SEEKER,5,1,5,,,,,,5.0,2.0,5.0,3.0,4.0,,,,,,
287,25 - 34 years old,1.0,,m,1.0,1.0,in-the-middle|bored,1.0,650,SEEKER,7,1,3,,,,,,7.0,1.0,7.0,1.0,1.0,,,,,,
288,35 - 44 years old,2.0,,f,2.0,1.0,out-of-ideas|in-the-middle|bored,1.0,651,SEEKER,13,3,5,,,,,,7.0,3.0,6.0,5.0,4.0,,,,,,
289,25 - 34 years old,2.0,This was a very interesting study.,m,5.0,1.0,out-of-ideas|in-the-middle,2.0,652,SEEKER,14,2,11,,,,,,6.0,1.0,2.0,3.0,2.0,,,,,,
290,25 - 34 years old,3.0,no issues,m,4.0,2.0,out-of-ideas,2.0,653,AVOIDER,1,1,5,658,on-idle,4.0,0.0,8.0,6.0,2.0,6.0,2.0,3.0,1.014665406532798,1.029087730925625,-0.5565696284657591,-0.10069653507711401,0.3636491861910485,0.5672220817555941
291,25 - 34 years old,2.0,Thanks!,m,4.0,3.0,out-of-ideas|in-the-middle,2.0,656,SEEKER,6,6,6,,,,,,5.0,2.0,5.0,3.0,2.0,,,,,,
292,35 - 44 years old,4.0,"I felt pressure to keep coming up with more and more ideas, which put a block on my thinking. Ten minutes was a long time, but at the same time not long enough.",f,3.0,1.0,in-the-middle,2.0,661,UNMOTIVATED,7,0,1,,,,,,6.0,3.0,5.0,2.0,1.0,,,,,,
293,35 - 44 years old,3.0,"The description of the technology was somewhat ambiguous, so I used the inspiration to make sure I was interpreting it correctly.  Once I was confident I'd understood the prompt, it was fun coming up with ideas.  I honestly would have preferred this be a several hour long HIT with multiple stages of idea generation, because I really enjoy this sort of work!",m,5.0,2.0,before|in-the-middle,1.0,662,UNDETERMINED,4,0,7,,,,,,6.0,1.0,6.0,2.0,5.0,,,,,,
294,35 - 44 years old,2.0,I liked the user experience the inspirations were both helpful and reassuring.,m,4.0,2.0,in-the-middle,2.0,663,SEEKER,24,0,8,,,,,,4.0,3.0,4.0,3.0,2.0,,,,,,
295,35 - 44 years old,2.0,,m,4.0,3.0,before,2.0,664,UNDETERMINED,3,2,6,,,,,,6.0,3.0,5.0,6.0,3.0,,,,,,
296,25 - 34 years old,2.0,"i would say maybe try to not have a inspiration already up, and if they want one they can have one? but maybe that would turn into ""i dont wanna look,, i can do this on my own"". just a thought tho. other than that it was great, easy, kind of fun. thanks!",m,5.0,2.0,out-of-ideas|before,1.0,665,SEEKER,19,0,12,,,,,,4.0,2.0,4.0,1.0,3.0,,,,,,
297,25 - 34 years old,2.0,,m,5.0,1.0,in-the-middle,1.0,667,UNMOTIVATED,3,1,2,,,,,,6.0,1.0,5.0,3.0,6.0,,,,,,
298,45 - 54 years old,1.0,,f,5.0,2.0,out-of-ideas,1.0,668,SEEKER,24,0,4,,,,,,6.0,3.0,5.0,2.0,4.0,,,,,,
299,25 - 34 years old,3.0,,unknown,3.0,2.0,out-of-ideas,2.0,670,SEEKER,5,0,6,,,,,,3.0,2.0,6.0,3.0,5.0,,,,,,
300,25 - 34 years old,2.0,,m,5.0,1.0,out-of-ideas|in-the-middle|bored,1.0,671,SEEKER,7,0,5,,,,,,4.0,3.0,5.0,4.0,5.0,,,,,,
301,25 - 34 years old,5.0,,m,5.0,1.0,did-not,4.0,673,UNMOTIVATED,0,1,2,,,,,,7.0,4.0,6.0,5.0,2.0,,,,,,
302,25 - 34 years old,2.0,This was actually really interesting!,f,5.0,1.0,out-of-ideas,2.0,674,SEEKER,22,0,12,,,,,,6.0,3.0,5.0,3.0,4.0,,,,,,
303,65 - 75 years old,2.0,No issues.,m,4.0,2.0,before,2.0,676,UNDETERMINED,4,0,5,,,,,,6.0,5.0,5.0,4.0,3.0,,,,,,
304,35 - 44 years old,1.0,,m,5.0,3.0,out-of-ideas,2.0,71,SEEKER,14,0,7,73,on-demand,7.0,0.0,5.0,4.0,2.0,5.0,3.0,4.0,0.7907294961947541,0.535695557995252,-1.302480898525946,-1.8397505632411861,0.053060622335814836,-0.23552938347355798
305,35 - 44 years old,2.0,I thought it went pretty smooth,m,4.0,2.0,out-of-ideas|in-the-middle,2.0,677,UNDETERMINED,2,0,7,,,,,,2.0,3.0,6.0,2.0,5.0,,,,,,
306,25 - 34 years old,1.0,,unknown,4.0,2.0,before,2.0,678,UNMOTIVATED,5,1,2,,,,,,4.0,4.0,4.0,7.0,7.0,,,,,,
307,45 - 54 years old,1.0,This was a challenging hit. It worked smoothly and it was enjoyable. I hope that I provided the results that you needed.,f,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,680,SEEKER,34,0,5,,,,,,6.0,1.0,4.0,4.0,4.0,,,,,,
308,18 - 24 years old,3.0,,f,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,682,UNDETERMINED,4,0,5,,,,,,6.0,3.0,6.0,3.0,4.0,,,,,,
309,25 - 34 years old,2.0,Unique and fun task! Thankyou,m,4.0,2.0,out-of-ideas,1.0,683,AVOIDER,0,7,4,685,on-idle,15.0,1.0,5.0,7.0,3.0,5.0,2.0,2.0,0.6951994034730751,0.8700586535921001,-0.32621654885628104,-0.336304969807497,0.1954525318870502,0.33333762508784526
310,45 - 54 years old,4.0,"It was difficult to come up with new ideas, it seemed like the inspirations were so well thought out and I felt like a failure because I couldn't come up with great ideas on my own.",f,5.0,1.0,out-of-ideas|before,2.0,684,SEEKER,11,0,11,,,,,,7.0,3.0,6.0,5.0,2.0,,,,,,
311,18 - 24 years old,2.0,I enjoyed this hit a lot. Gave me a chance to be creative. Was very fun and interactive. ,m,1.0,4.0,in-the-middle|did-not,5.0,686,UNDETERMINED,4,0,8,,,,,,5.0,1.0,3.0,1.0,1.0,,,,,,
312,25 - 34 years old,1.0,n/a,f,5.0,2.0,out-of-ideas|before,1.0,687,SEEKER,8,0,11,,,,,,6.0,2.0,3.0,3.0,2.0,,,,,,
313,45 - 54 years old,2.0,,m,5.0,3.0,out-of-ideas|in-the-middle,2.0,689,SEEKER,12,0,6,,,,,,2.0,6.0,6.0,2.0,3.0,,,,,,
314,25 - 34 years old,1.0,,m,5.0,2.0,before,2.0,693,SEEKER,10,2,5,,,,,,5.0,2.0,5.0,2.0,2.0,,,,,,
315,25 - 34 years old,2.0,,f,5.0,2.0,out-of-ideas|in-the-middle,1.0,688,SEEKER,9,5,13,,,,,,6.0,2.0,2.0,2.0,5.0,,,,,,
316,35 - 44 years old,4.0,Thank you!,m,4.0,5.0,did-not,2.0,691,AVOIDER,0,0,8,694,on-demand,0.0,1.0,9.0,5.0,1.0,3.0,3.0,2.0,1.166912393229508,0.9132604349282301,-0.33720427898230504,-0.30306963566780803,0.6212451787307156,0.364772056609984
317,35 - 44 years old,4.0,All was clear and worked as it should. Was interesting and fun. Thanks for the opportunity. ,m,5.0,4.0,in-the-middle,1.0,690,AVOIDER,1,3,6,692,baseline,0.0,1.0,9.0,4.0,1.0,4.0,3.0,1.0,1.463599964539692,1.317709475382977,-1.4520340688674391,-1.688382595089866,-0.07638056939865664,0.21041886399927034
318,25 - 34 years old,1.0,I find it very engaging. I love it and I look forward to more.,m,5.0,2.0,before,1.0,9,AVOIDER,1,11,4,10,on-idle,18.0,2.0,5.0,6.0,1.0,5.0,1.0,4.0,0.351362396230789,0.7036149122816551,-1.054231252832018,-0.456252851199114,-0.6369338633859161,-0.05413723904486981
319,25 - 34 years old,2.0,,f,5.0,3.0,before,1.0,696,SEEKER,14,0,6,,,,,,6.0,5.0,5.0,3.0,5.0,,,,,,
320,25 - 34 years old,2.0,"It would be nice to see any examples of how the technology, or one very similar to it, is currently used. ",f,5.0,3.0,out-of-ideas,2.0,697,UNDETERMINED,4,0,7,,,,,,6.0,4.0,5.0,2.0,5.0,,,,,,
321,25 - 34 years old,2.0,,f,1.0,1.0,out-of-ideas,1.0,698,SEEKER,8,6,5,,,,,,4.0,4.0,7.0,4.0,7.0,,,,,,
322,25 - 34 years old,3.0,"It was very challenging to come up with ideas on the spot, the inspiration made it more challenge since they were all over the place. ",f,4.0,4.0,out-of-ideas,3.0,700,UNMOTIVATED,19,2,1,,,,,,7.0,6.0,7.0,5.0,6.0,,,,,,
323,65 - 75 years old,4.0,,unknown,5.0,4.0,out-of-ideas|before|in-the-middle,2.0,703,SEEKER,6,0,3,,,,,,5.0,1.0,6.0,2.0,5.0,,,,,,
324,45 - 54 years old,1.0,"This was enjoyable. I probably could have come up with more ideas given more time, but am pleased with what I was able to contribute.",m,5.0,1.0,in-the-middle,2.0,702,SEEKER,21,0,6,,,,,,6.0,2.0,6.0,2.0,4.0,,,,,,
325,35 - 44 years old,2.0,"None, thank you. ",f,5.0,1.0,before|in-the-middle,2.0,704,SEEKER,9,0,5,,,,,,6.0,6.0,6.0,4.0,2.0,,,,,,
326,25 - 34 years old,2.0,,m,5.0,2.0,out-of-ideas,2.0,712,UNMOTIVATED,0,9,2,,,,,,6.0,2.0,7.0,4.0,3.0,,,,,,
327,25 - 34 years old,3.0,,m,5.0,3.0,before,2.0,708,AVOIDER,1,2,6,710,on-idle,4.0,4.0,9.0,6.0,1.0,6.0,7.0,4.0,1.2394525993610501,1.384604228515804,-1.059751573630192,-0.724302679905216,0.17713734860906324,0.3806083019293212
328,25 - 34 years old,4.0,This was very fun and kept my mind thinking on the task,f,2.0,4.0,out-of-ideas,4.0,77,SEEKER,18,0,12,78,on-idle,10.0,0.0,20.0,5.0,5.0,5.0,3.0,3.0,0.740560821223546,0.961856287378793,-1.583864028177823,-1.3373191795642891,-0.13337121525318507,-0.19418893689291689
329,25 - 34 years old,2.0,,f,5.0,2.0,out-of-ideas|before|in-the-middle,1.0,709,SEEKER,10,0,3,,,,,,7.0,2.0,7.0,3.0,5.0,,,,,,
330,25 - 34 years old,2.0,,m,4.0,2.0,out-of-ideas|before,2.0,713,SEEKER,14,0,7,,,,,,5.0,2.0,6.0,2.0,5.0,,,,,,
331,35 - 44 years old,2.0,,f,4.0,3.0,out-of-ideas|before|in-the-middle|bored,3.0,714,SEEKER,14,1,4,,,,,,6.0,4.0,5.0,4.0,1.0,,,,,,
